CODE	GENES	LNZ308.DMSO	LNZ308.AZD6738	LN229.DMSO	LN229.AZD6738
ATRN_21989	ATRN	859	1111	804	747
AVPR1B_1530	AVPR1B	1179	1477	1440	1590
FAM177A1_67441	FAM177A1	872	1284	971	1121
KIF1B_31715	KIF1B	651	750	457	593
SLC24A1_24129	SLC24A1	515	700	692	874
FAM159B_75456	FAM159B	1021	1300	1374	1301
CSF2RA_4022	CSF2RA	1829	2023	1745	1654
GCN1L1_29759	GCN1L1	397	428	680	842
ZNF823_42643	ZNF823	1306	1345	1016	1228
GABPB1_6733	GABPB1	1270	1497	1926	2330
SLTM_50011	SLTM	914	1474	1307	1561
CALCOCO2_27481	CALCOCO2	504	447	256	371
OPTN_27109	OPTN	1937	2190	2349	2439
LIPN_73802	LIPN	781	914	574	902
DEPDC4_58297	DEPDC4	1316	1734	1541	1659
CEP68_31975	CEP68	2207	2449	2037	1961
GLDC_7205	GLDC	734	962	729	764
TMPRSS11E_36291	TMPRSS11E	386	578	498	599
ZNF57_59093	ZNF57	1417	1724	1176	1369
NIP7_38671	NIP7	92	124	859	889
H2AFB1_73361	H2AFB1	320	319	237	289
CCDC82_49915	CCDC82	657	509	493	721
IL6ST_9441	IL6ST	448	437	654	1222
C16orf70_51015	C16orf70	872	859	814	921
HIST1H2BJ_23493	HIST1H2BJ	937	1094	917	1091
AUTS2_34463	AUTS2	2215	2182	1475	1902
ORM2_13121	ORM2	1294	1384	1206	1407
PCDH20_48219	PCDH20	967	1247	1062	1032
IFT43_56845	IFT43	879	986	799	827
CD3D_2553	CD3D	418	746	713	671
STARD13_55559	STARD13	553	666	653	901
KIF2C_29811	KIF2C	1023	962	1233	1554
TMED3_32775	TMED3	904	784	621	701
ASCL1_1237	ASCL1	2613	2545	2480	2721
PDE4B_13517	PDE4B	2109	2162	1951	2269
TAL2_18689	TAL2	955	1185	794	771
HDGFRP3_37351	HDGFRP3	1929	1927	1676	2059
SLC7A2_17565	SLC7A2	460	678	372	545
NDUFA13_37723	NDUFA13	1057	1647	1409	1691
SAFB_16789	SAFB	1583	1423	871	1161
PAPD5_47591	PAPD5	834	1030	767	911
CYP11B2_4429	CYP11B2	2826	3271	2282	2766
SSX2_18305	SSX2	2284	1890	1992	2423
WNT2_20261	WNT2	1883	1856	1742	2468
CXXC1_37103	CXXC1	2411	2807	2218	2433
ZFP36L1_1877	ZFP36L1	860	742	695	908
RBM26_47271	RBM26	246	241	311	314
C8orf87_71445	C8orf87	733	902	807	750
ZNF518A_26178	ZNF518A	1698	1829	1553	1561
INTS3_48443	INTS3	686	662	709	765
ZBTB40_26445	ZBTB40	366	423	497	689
CHCHD6_53411	CHCHD6	2029	1842	1986	1907
CHRNA6_23505	CHRNA6	1008	1005	865	1129
NCBP1_12237	NCBP1	260	269	644	844
REV1_38803	REV1	745	588	436	410
OR4F15_71833	OR4F15	706	984	825	873
OR51B6_71557	OR51B6	642	532	560	668
RANBP17_48235	RANBP17	671	669	748	794
HINT3_60325	HINT3	1527	1604	1562	1558
ESYT2_45607	ESYT2	801	859	688	878
HIST1H2AA_65845	HIST1H2AA	585	602	538	575
ACRC_56601	ACRC	1229	1041	766	920
ZMYND12_53127	ZMYND12	951	808	954	1179
CCDC169_74730	CCDC169	1425	1782	1278	1432
EXOSC9_14277	EXOSC9	135	174	552	549
UBE2S_36059	UBE2S	791	951	700	881
GBP5_57481	GBP5	1501	1471	1531	1800
APOB_953	APOB	1820	1937	1870	1751
TMEM154_64945	TMEM154	839	847	1089	1019
CGGBP1_22273	CGGBP1	1155	1252	1243	1440
FNBP1L_40847	FNBP1L	680	597	856	935
CYTH3_24349	CYTH3	455	540	572	737
TAB3_66909	TAB3	2252	2269	2191	2428
MZT1_72889	MZT1	817	903	1302	1294
MNDA_11657	MNDA	1741	1682	1232	1656
PWWP2A_57277	PWWP2A	1504	1713	1137	1327
TDP1_43331	TDP1	446	511	434	617
ZBED9_57261	ZBED9	1550	1904	1140	1332
KRBA2_58805	KRBA2	438	461	822	682
TOR1AIP1_34547	TOR1AIP1	581	801	891	1311
BRE_25265	BRE	364	309	436	445
TM4SF18_57749	TM4SF18	812	686	593	611
PDLIM5_28661	PDLIM5	2256	2224	2178	2308
MPZL2_27345	MPZL2	594	807	568	764
SLC47A1_42055	SLC47A1	856	718	777	741
SPATA32_58813	SPATA32	864	767	950	1034
PGC_13793	PGC	1340	1683	1538	1631
RPS19BP1_55889	RPS19BP1	384	444	798	955
GAB1_6721	GAB1	678	766	844	931
IL10_9473	IL10	433	492	345	449
CYB5R1_39347	CYB5R1	1192	1287	1254	1400
NKTR_12629	NKTR	710	947	1073	1456
CD48_2713	CD48	2450	2849	2049	2787
DNM3_34459	DNM3	661	740	474	680
IL2_9393	IL2	419	499	379	518
RPL29_16409	RPL29	1186	1128	1158	1628
NPIPA7_76294	NPIPA7	254	239	347	269
UGP2_19949	UGP2	798	839	613	700
ANAPC5_38748	ANAPC5	20	34	518	489
COPB2_24377	COPB2	303	348	462	292
ANXA13_853	ANXA13	1461	1690	1719	1719
PANK3_49499	PANK3	1746	2186	1461	1612
GPRIN3_68173	GPRIN3	598	777	632	822
ZC3H12B_69213	ZC3H12B	955	1180	735	1133
EIF4E_5445	EIF4E	230	309	1310	1795
GRAMD1C_40515	GRAMD1C	2789	3185	2315	2658
MBD3L1_55047	MBD3L1	1469	1641	1301	1544
CASR_2377	CASR	603	570	787	1005
CRYBA1_3945	CRYBA1	1057	1262	1121	1562
OSCP1_59405	OSCP1	505	609	557	637
ING5_53363	ING5	480	570	599	820
DPPA4_41943	DPPA4	766	780	670	643
FAM133B_66917	FAM133B	557	427	825	1003
GOLM1_38339	GOLM1	799	857	907	792
FANCM_46251	FANCM	511	373	467	488
TSPAN16_35131	TSPAN16	1439	1655	1388	1623
ZSCAN26_20781	ZSCAN26	304	373	165	307
OR4D11_65506	OR4D11	451	495	503	558
ZNF492_46027	ZNF492	360	759	750	538
ZNF75A_20601	ZNF75A	316	226	225	244
NMUR2_44591	NMUR2	514	765	427	510
FAM25A_73750	FAM25A	1247	1019	1078	1382
FAM25G_75472	FAM25G	816	1071	1178	1139
AADACL2_69621	AADACL2	834	894	771	868
OR10X1_59521	OR10X1	712	631	630	637
CABS1_54915	CABS1	1190	1371	766	991
FIS1_37571	FIS1	1202	1100	814	1093
FAM76B_61217	FAM76B	676	673	477	746
RBPJ_9349	RBPJ	311	242	306	357
AQP6_1037	AQP6	323	289	633	384
TMEM216_38275	TMEM216	536	518	445	462
SEPT4_14321	SEPT4	1182	1360	1244	1359
OR5B17_65477	OR5B17	679	798	711	821
RPS27L_37667	RPS27L	599	915	616	698
CWF19L2_61237	CWF19L2	506	398	431	414
STMN1_10509	STMN1	446	489	589	714
DENR_22325	DENR	730	561	552	621
TRIP12_24473	TRIP12	1357	1099	1093	1027
NAP1L2_12194	NAP1L2	859	1025	792	1043
TMC6_30759	TMC6	864	964	1063	1050
RHOC_1113	RHOC	1331	1438	1320	1480
CNGA3_3497	CNGA3	496	701	941	1009
C10orf12_34659	C10orf12	1107	1011	919	928
GJA10_54055	GJA10	868	1070	757	1026
CD207_37211	CD207	492	603	479	547
PTBP3_26665	PTBP3	1937	2090	2033	2145
UGT3A2_63937	UGT3A2	1059	1142	916	1194
ZNF800_64037	ZNF800	1125	1311	816	1077
OR2G6_71973	OR2G6	1660	2051	1484	1435
LRRFIP1_24181	LRRFIP1	1336	1626	1595	1884
MARK4_46383	MARK4	417	517	392	475
EGR3_5401	EGR3	2167	2574	1924	3076
ADGRF1_67089	ADGRF1	468	574	486	561
CSN2_4057	CSN2	716	705	775	835
TGS1_56769	TGS1	255	307	554	683
SURF6_18529	SURF6	279	289	302	299
C1orf111_67961	C1orf111	1876	1808	1466	2023
IGBP1_9285	IGBP1	77	55	843	675
TTK_19697	TTK	182	131	247	373
C1orf141_72269	C1orf141	1301	1372	1217	1286
LALBA_10457	LALBA	931	905	789	872
SPAG16_49315	SPAG16	543	632	419	692
SLFN12_41579	SLFN12	537	483	631	778
FUBP3_23461	FUBP3	584	623	544	585
PIK3R5_33079	PIK3R5	440	338	385	562
C9orf91_65061	C9orf91	735	753	500	588
GPRASP1_25797	GPRASP1	381	481	528	404
ABCC12_56725	ABCC12	2174	1996	1683	2111
GPD1L_31951	GPD1L	1990	2219	2133	2408
ABCA4_61	ABCA4	506	482	619	582
ZNF319_45863	ZNF319	827	992	736	1003
PGA5_13781	PGA5	1104	1167	1200	1082
MTPAP_41723	MTPAP	84	182	549	688
WDR73_54559	WDR73	1427	1422	1437	1697
SERPINB8_13909	SERPINB8	1374	1358	1329	1543
TGOLN2_28689	TGOLN2	888	904	1165	1028
RFX8_75076	RFX8	872	976	845	1044
PDLIM1_23933	PDLIM1	782	1005	868	942
NCS1_32743	NCS1	356	387	373	364
ZNF609_31607	ZNF609	905	1115	1030	1005
CYP3A7-CYP3A51P_76239	CYP3A7-CYP3A51P	1594	1729	1369	1618
RNF167_34307	RNF167	838	924	585	829
TBC1D8B_40891	TBC1D8B	1688	2064	1585	1881
PPIB_14529	PPIB	327	531	431	670
CDK18_13473	CDK18	209	397	463	451
PPIL1_39207	PPIL1	744	631	1303	1430
CD3G_2561	CD3G	782	550	583	542
GPRC5D_42567	GPRC5D	454	391	170	237
BCOR_40871	BCOR	888	759	670	702
GCM2_24297	GCM2	500	463	584	573
PFKFB1_13737	PFKFB1	1517	1589	1576	1816
WDR33_42379	WDR33	390	294	1367	1293
DNAJC24_58265	DNAJC24	655	749	824	670
IL7R_9449	IL7R	548	587	411	410
SAT1_16821	SAT1	414	563	471	532
PIK3CB_13974	PIK3CB	1676	1832	1348	2068
SHC3_39575	SHC3	1592	1672	1619	1481
TMEM31_65122	TMEM31	639	843	580	810
SAMD9_40628	SAMD9	1062	1233	942	1041
GAPVD1_34623	GAPVD1	1310	1439	1241	1256
SLC30A9_28165	SLC30A9	339	415	440	450
NPIPA3_73714	NPIPA3	181	178	535	594
TOMM22_44795	TOMM22	264	425	931	788
OR10Z1_59525	OR10Z1	1060	1154	838	905
NFKBIZ_47643	NFKBIZ	911	1094	717	675
C15orf54_72197	C15orf54	792	926	747	793
IQCA1_49919	IQCA1	825	804	793	1039
CATSPER4_70613	CATSPER4	382	402	473	415
IMPG2_37455	IMPG2	166	231	247	73
NPC1_12769	NPC1	353	311	413	376
C8orf59_72441	C8orf59	1028	1095	830	1223
ALKBH8_56009	ALKBH8	459	811	873	796
ZNF812_74964	ZNF812	1397	1491	1495	1660
DNTTIP2_37123	DNTTIP2	345	552	964	869
MRPL30_38283	MRPL30	97	159	254	377
RGS4_16101	RGS4	781	915	710	837
APOD_981	APOD	830	926	724	891
C11orf98_76398	C11orf98	612	516	563	607
HMGXB4_26801	HMGXB4	1193	1159	1216	1156
ZNF136_20677	ZNF136	1759	1821	1581	1664
PARP16_41123	PARP16	1085	1204	1501	1739
ADAM7_22893	ADAM7	1245	1222	932	1134
UST_26969	UST	1534	1526	1502	1965
SIPA1L1_34411	SIPA1L1	506	656	547	591
CLDN12_23757	CLDN12	1917	2146	1681	1857
GCFC2_18845	GCFC2	792	950	677	882
HHATL_45535	HHATL	210	418	241	257
GPR89A_74342	GPR89A	270	347	1182	1192
TJP2_24765	TJP2	1553	1607	1656	2000
FILIP1L_30623	FILIP1L	921	864	902	781
EML4_36135	EML4	1647	1240	1555	1620
VSTM2B_69425	VSTM2B	514	514	660	602
PNLIPRP3_58145	PNLIPRP3	482	570	692	851
GRM1_7785	GRM1	960	885	572	602
OCIAD2_60049	OCIAD2	793	832	502	622
NDUFA5_12281	NDUFA5	1394	2018	1489	1486
USP53_40159	USP53	482	568	404	572
RAB38_33467	RAB38	800	640	694	758
EDDM3A_29395	EDDM3A	2065	2043	1923	2556
BBX_44783	BBX	681	491	577	439
TMEM132B_57221	TMEM132B	809	792	841	790
DHX33_44579	DHX33	243	298	520	591
CSTF2T_32331	CSTF2T	1320	1265	1005	1343
NBPF6_74254	NBPF6	760	799	843	1073
CCDC169_74731	CCDC169	1812	2064	1668	1639
FABP6_6017	FABP6	731	774	748	760
ARPP19_29135	ARPP19	377	558	318	365
SLC46A3_67405	SLC46A3	1068	1291	877	846
AKAP4_23197	AKAP4	712	883	683	723
THG1L_41191	THG1L	1221	1435	1090	1241
POPDC3_47519	POPDC3	495	544	434	391
ZNF518B_54991	ZNF518B	2121	2233	1509	1780
LNP1_69973	LNP1	888	1050	924	1243
ITPR3_9881	ITPR3	728	548	546	680
RNASEH1_66213	RNASEH1	580	528	554	575
CSF3R_4033	CSF3R	575	649	593	839
IMMP2L_52711	IMMP2L	620	832	631	833
TMEM258_2061	TMEM258	179	102	423	471
C4orf33_60057	C4orf33	575	512	590	605
WDHD1_30351	WDHD1	360	261	429	497
CDC123_23253	CDC123	153	154	988	1037
RNF141_37439	RNF141	1944	2159	2049	2331
ALOX5AP_669	ALOX5AP	1929	1784	1484	1499
HEXA_8289	HEXA	896	803	832	937
STX6_27433	STX6	605	736	666	854
MTMR12_40207	MTMR12	1585	1696	1577	2312
ZNF14_20485	ZNF14	647	928	699	599
NUBP2_27009	NUBP2	527	482	1034	1067
LRR1_58529	LRR1	160	255	373	289
MRPL1_48343	MRPL1	385	528	431	523
CLINT1_25605	CLINT1	787	855	762	1041
C3AR1_1981	C3AR1	696	894	703	740
PNLIPRP1_14297	PNLIPRP1	555	522	623	751
TRMT1L_51835	TRMT1L	623	840	586	686
LTN1_34435	LTN1	649	653	571	723
C4orf47_73049	C4orf47	711	927	728	746
IK_9365	IK	137	186	758	767
OSBPL1A_57293	OSBPL1A	642	760	774	748
CTR9_25469	CTR9	363	448	813	890
CLEC3B_19353	CLEC3B	759	776	598	790
ATG3_47763	ATG3	1510	1216	1489	1774
LMAN1_10701	LMAN1	710	797	706	802
L2HGDH_50423	L2HGDH	558	820	452	494
PRMT1_8857	PRMT1	210	243	957	974
BRINP3_68961	BRINP3	788	809	915	1090
LURAP1L_68433	LURAP1L	514	823	736	822
LBHD1_48883	LBHD1	849	828	725	639
CDH6_2849	CDH6	1413	1477	1594	1756
AMER3_65157	AMER3	1692	2110	1506	1875
ZBED8_47135	ZBED8	339	393	594	487
DARS2_41751	DARS2	425	803	963	1440
BICC1_50711	BICC1	1399	1114	1715	2003
SLC38A11_62477	SLC38A11	1075	1004	1364	1552
CFC1B_74278	CFC1B	560	644	692	781
ARHGAP33_57537	ARHGAP33	872	998	595	902
LCMT1_38795	LCMT1	302	215	458	407
REXO1_45491	REXO1	1765	2188	1701	1879
ZDHHC6_47787	ZDHHC6	1125	1322	1286	1785
SLC26A1_29347	SLC26A1	1316	1217	1491	1389
FURIN_13233	FURIN	1156	977	1288	1274
WDR17_57849	WDR17	566	852	400	516
KIZ_43591	KIZ	338	570	325	335
PSMB6_15189	PSMB6	367	536	494	688
CDC42EP1_30223	CDC42EP1	1346	1378	1243	1551
SYNGR1_24013	SYNGR1	1081	1298	1226	1533
WIBG_53419	WIBG	978	1151	876	809
KLHL4_43867	KLHL4	1136	1390	1421	1426
DCTN4_38011	DCTN4	837	761	1278	1394
MORC1_35663	MORC1	515	626	611	532
RABGAP1L_26397	RABGAP1L	878	950	844	991
M1AP_59897	M1AP	1024	1031	792	977
FAM136A_54439	FAM136A	1588	1482	1632	1589
ZNF471_45888	ZNF471	506	621	409	503
FAM167A_52323	FAM167A	2030	2141	1835	1892
IL33_55663	IL33	388	451	442	454
AQP4_1029	AQP4	648	982	904	1016
PFKFB2_13741	PFKFB2	844	858	962	1180
ATP6V1G3_59305	ATP6V1G3	2021	2582	1706	2198
PI3_13889	PI3	1321	1335	974	1171
HIST1H2BA_66633	HIST1H2BA	762	861	669	797
NRM_30655	NRM	644	781	875	1258
SNAPC3_17833	SNAPC3	369	421	529	580
CLEC1B_38295	CLEC1B	600	582	486	449
ARMC1_41747	ARMC1	2362	2354	2346	2253
TDP2_39051	TDP2	796	763	830	792
EPYC_5105	EPYC	924	1069	891	1251
CD177_45059	CD177	887	843	901	946
CLDN6_23773	CLDN6	961	1196	1299	1275
NPY5R_12825	NPY5R	1019	1214	934	1180
LMOD2_73277	LMOD2	697	778	832	768
MKRN2_33307	MKRN2	700	695	847	968
SPATA45_62209	SPATA45	2527	2591	1893	2245
RTP1_60017	RTP1	570	679	555	697
KLK3_1001	KLK3	2349	2366	2508	2193
ACACB_93	ACACB	550	545	623	500
HEBP1_37447	HEBP1	1181	1371	1370	1468
GNPDA2_60094	GNPDA2	883	891	829	932
UGT2A1_29607	UGT2A1	2059	2427	1680	1880
CHUK_3269	CHUK	1016	1122	881	1032
CEBPZ_27177	CEBPZ	32	41	384	370
ZNF667_47179	ZNF667	1129	1223	928	1030
SCFD2_62689	SCFD2	978	1212	1132	1199
CHRNA6_23506	CHRNA6	766	645	674	734
ULBP2_51143	ULBP2	1532	1533	1705	2094
HLA-DRB5_8441	HLA-DRB5	1303	1641	1229	1396
CLDN17_34947	CLDN17	721	540	615	567
CBX3_30796	CBX3	213	415	298	352
HBG2_8213	HBG2	1331	1222	1048	976
TRIM64C_74126	TRIM64C	1400	1427	854	1275
PVRL3_34163	PVRL3	1105	1372	1373	1370
FLT3_6473	FLT3	2345	2588	1992	2184
IL18R1_23049	IL18R1	998	1184	1079	1162
EIF4E_5446	EIF4E	236	202	1152	1036
TADA1_57881	TADA1	1916	2407	1435	1760
C2orf78_71229	C2orf78	1371	1691	1799	1707
PRSS58_60445	PRSS58	886	837	685	583
ZNF720_58733	ZNF720	494	531	498	688
PNPLA8_37299	PNPLA8	911	1036	836	799
RTTN_34071	RTTN	995	1280	871	1084
PSIP1_30347	PSIP1	1302	1398	1311	1493
L2HGDH_50424	L2HGDH	290	234	308	336
ZNF277_30387	ZNF277	1314	1277	1116	1041
SCG3_36495	SCG3	1428	1572	1534	1698
MAP3K7CL_44547	MAP3K7CL	737	723	767	827
CCDC150_68005	CCDC150	518	823	455	574
MYCT1_50847	MYCT1	1395	1239	1150	1254
PLCL2_32147	PLCL2	929	882	759	695
TIPARP_34239	TIPARP	1159	847	1276	1024
COLEC11_48631	COLEC11	796	862	1038	1302
ARRDC1_56321	ARRDC1	582	723	825	765
CENPE_3037	CENPE	1117	1225	864	1192
MICA_75966	MICA	1052	1298	897	1042
ERO1LB_44287	ERO1LB	1683	1543	1298	1915
LSM5_33435	LSM5	42	4	612	819
TTC16_63137	TTC16	1448	1895	1898	2140
RBM43_70453	RBM43	813	748	875	1307
HERC5_38087	HERC5	559	806	563	777
RRAGC_47423	RRAGC	396	332	486	642
SNIP1_49851	SNIP1	1227	1330	1404	1530
BPTF_6061	BPTF	597	880	1259	1860
ZNF20_20509	ZNF20	648	689	624	769
ARHGAP42_61229	ARHGAP42	530	662	566	559
CEP290_50863	CEP290	817	798	768	851
ZRANB3_52887	ZRANB3	1804	1565	1735	1892
RAB4A_15657	RAB4A	1598	1962	1332	1525
RPS18_16581	RPS18	147	170	983	859
GABRQ_43643	GABRQ	1437	1515	1324	1447
OR5D18_65253	OR5D18	1684	1645	1421	1540
PPP3R1_14677	PPP3R1	1211	1392	985	1083
ZNF564_63613	ZNF564	1693	1536	1253	1481
OTUD6B_39179	OTUD6B	1056	1616	1118	1437
MRPS10_41803	MRPS10	771	1234	1449	1826
FOXR1_67222	FOXR1	1820	1825	1575	1449
EIF2AK2_14945	EIF2AK2	2207	1643	1676	1966
DSPP_5109	DSPP	604	779	649	687
ITGA2_9745	ITGA2	635	680	319	515
LRAT_24237	LRAT	558	721	541	668
EIF4E3_68509	EIF4E3	1655	1791	1383	1891
ACPP_169	ACPP	1313	1380	1041	1208
CACNG1_2189	CACNG1	464	693	437	571
BMP5_1785	BMP5	2006	2042	2130	2462
SAXO2_67477	SAXO2	692	725	498	586
CYLD_4329	CYLD	1006	1123	1066	1125
HP1BP3_37347	HP1BP3	636	470	606	601
XYLT1_47447	XYLT1	450	400	379	464
DDX43_42579	DDX43	799	1142	795	842
DNAJC22_50479	DNAJC22	532	412	462	521
TMEM91_73662	TMEM91	891	811	937	840
ENPP6_60137	ENPP6	843	787	641	529
UIMC1_39367	UIMC1	1986	2159	1455	1758
MPP5_47703	MPP5	403	444	507	479
LMNB1_10709	LMNB1	553	621	876	718
MAGED1_25021	MAGED1	673	683	663	799
TTR_19713	TTR	2604	2681	2142	2698
TRHR_19577	TRHR	1123	1249	891	966
MRPL39_39795	MRPL39	169	268	699	729
SEC11C_55603	SEC11C	495	529	391	408
ZNF621_68089	ZNF621	2365	2374	1688	2057
ST3GAL3_17361	ST3GAL3	530	567	716	617
C1orf21_51699	C1orf21	795	789	865	791
HMGN1_8489	HMGN1	38	70	326	386
SHB_17297	SHB	1658	1955	1401	1582
RGS8_54871	RGS8	1930	1974	1488	1582
SLC22A6_24585	SLC22A6	1226	1546	1540	1697
FCRL1_57465	FCRL1	1395	1500	1247	1374
ZFAND2A_55567	ZFAND2A	827	1072	1141	880
SAXO1_63145	SAXO1	644	915	770	808
CORO7-PAM16_76106	CORO7-PAM16	538	534	433	487
NOG_24277	NOG	1306	1585	1404	1469
LSM14B_62241	LSM14B	1633	2019	1239	1384
CXorf40B_73510	CXorf40B	645	744	821	864
FAM46D_64101	FAM46D	566	696	610	488
SIAE_39891	SIAE	867	849	996	1118
KAT6B_33039	KAT6B	380	306	637	419
PDCL3_48759	PDCL3	663	628	549	607
TAS2R50_67014	TAS2R50	652	614	523	545
EFCAB5_70325	EFCAB5	784	629	598	651
PRDM9_44755	PRDM9	905	1051	799	1025
ZNF682_55735	ZNF682	2111	2581	1879	2429
CTNNA2_4205	CTNNA2	309	395	311	366
CALML6_63701	CALML6	678	657	759	879
CCDC25_42063	CCDC25	496	520	569	552
POM121C_75120	POM121C	1601	1776	1409	1487
TRAM1_32891	TRAM1	2101	2322	1818	2014
ELOVL1_48123	ELOVL1	875	926	864	951
CDR1_2961	CDR1	688	659	476	643
DEFB136_73614	DEFB136	462	705	452	397
SLC25A17_28221	SLC25A17	605	556	920	993
MCF2L2_31735	MCF2L2	895	978	662	738
SRGN_14737	SRGN	757	1031	1206	1208
RSPH9_65789	RSPH9	536	508	506	499
PSMB3_15177	PSMB3	80	55	1276	1376
OR10H4_59177	OR10H4	382	512	461	370
NEU2_12465	NEU2	1037	1054	1016	1083
WDR41_42099	WDR41	386	481	285	278
PNMA5_57273	PNMA5	2037	2067	1801	2286
ATP6V0A1_1481	ATP6V0A1	752	566	1165	1449
C19orf73_41727	C19orf73	559	504	465	581
FLOT1_27369	FLOT1	1513	1863	1577	1831
ZNF491_59021	ZNF491	1810	2009	1686	2169
LMAN2L_51695	LMAN2L	683	732	482	675
TBC1D28_66453	TBC1D28	451	414	672	732
USP6_23857	USP6	1603	1972	1033	1364
FBXL13_65977	FBXL13	741	787	509	753
EML2_33599	EML2	1242	1600	1217	1415
XKR4_57189	XKR4	558	591	670	659
BIRC8_56785	BIRC8	1708	1534	1613	1737
CYP7B1_24782	CYP7B1	677	913	697	740
AKAP7_24913	AKAP7	986	1087	834	949
TBC1D19_42239	TBC1D19	1489	1796	1284	1483
MGAT1_11421	MGAT1	1058	964	1353	1771
LOC100505549_75826	LOC100505549	1440	1451	1117	1307
SNRPD3_17889	SNRPD3	33	50	648	782
PGA5_13782	PGA5	1071	1016	684	772
SFXN3_51975	SFXN3	532	646	408	511
CMTM4_61545	CMTM4	920	1147	1260	1299
PLCL2_32148	PLCL2	775	646	501	544
HSF2_8905	HSF2	446	551	449	513
CCDC181_46431	CCDC181	630	635	502	467
CP_3757	CP	1415	1578	1109	1396
MUM1L1_60677	MUM1L1	1490	1566	1031	1300
GNL1_7389	GNL1	1320	1565	1373	1528
AS3MT_45439	AS3MT	543	591	591	581
ARMCX5_48203	ARMCX5	757	797	643	597
VTI1B_28269	VTI1B	1056	1345	1051	1179
DDX19A_42271	DDX19A	819	921	987	988
FMO5_6501	FMO5	141	240	512	562
TLL2_19261	TLL2	425	474	372	465
MTMR2_23345	MTMR2	736	659	760	960
CNTNAP4_54943	CNTNAP4	742	760	482	460
ZNF280B_61053	ZNF280B	586	942	419	439
PGBD4_63461	PGBD4	1803	1538	1885	2092
BMS1_25985	BMS1	111	114	471	391
EPB41L2_5629	EPB41L2	522	568	574	654
LRRC8A_44183	LRRC8A	1036	1239	884	1135
PIP4K2C_50099	PIP4K2C	55	61	521	499
C14orf39_68545	C14orf39	901	995	789	926
INTS6_35095	INTS6	1192	1330	1306	1551
CDKL5_18413	CDKL5	1929	2449	1651	1990
OBP2B_36983	OBP2B	768	1009	1057	1192
PSMA7_15165	PSMA7	50	35	555	597
VPS26B_56889	VPS26B	504	376	634	513
ADK_361	ADK	1334	1400	1620	1604
ZNF488_58069	ZNF488	664	861	805	1112
ZBTB18_28197	ZBTB18	1128	1202	1048	1162
SLC4A3_17437	SLC4A3	1836	2153	1719	2032
ZBTB7C_64897	ZBTB7C	1551	2034	1446	1655
ZNF280A_59657	ZNF280A	1108	1325	718	1030
UPF3B_48423	UPF3B	1039	1476	789	1042
XAGE1E_74230	XAGE1E	986	1146	861	1231
PABPC5_61061	PABPC5	1661	2079	1750	2056
ZNF682_55736	ZNF682	1019	1088	900	1039
ZNF561_56453	ZNF561	522	561	310	514
GABRA6_6757	GABRA6	1108	978	667	849
HNRNPCL4_76310	HNRNPCL4	158	192	416	603
P2RY14_26481	P2RY14	631	523	631	643
PTN_15405	PTN	1845	1978	1704	2056
GNPTAB_49039	GNPTAB	603	708	586	968
RPL36AL_16429	RPL36AL	184	172	751	798
MOV10L1_39955	MOV10L1	1425	1546	1246	1400
ZNF138_20681	ZNF138	1374	1525	1237	1532
FOCAD_40979	FOCAD	1508	1811	1615	1855
FAM114A1_56310	FAM114A1	1186	1256	1040	1046
IDI1_9157	IDI1	540	492	559	564
KIAA0319_26201	KIAA0319	402	421	469	509
TMCO5A_61501	TMCO5A	1017	1397	1238	1589
DPP10_46067	DPP10	1406	1550	1018	1287
SLC26A8_57733	SLC26A8	635	711	723	730
ESPL1_25661	ESPL1	62	69	1291	952
C7orf26_48767	C7orf26	958	657	1266	1244
ARMT1_49419	ARMT1	628	866	683	560
OR1L1_35283	OR1L1	508	545	553	581
LIPE_10681	LIPE	2003	2237	1598	1836
ZW10_24117	ZW10	1234	1275	1517	1771
HSPH1_29231	HSPH1	829	1019	661	890
CCNB3_54907	CCNB3	1519	1382	1292	1336
OR1L6_72029	OR1L6	859	737	647	722
OGFOD3_49679	OGFOD3	380	479	616	446
OR12D3_51923	OR12D3	471	426	402	407
SPECC1L_32647	SPECC1L	732	794	789	866
TAS2R14_37399	TAS2R14	1545	1976	1371	1711
RPL10L_60978	RPL10L	572	580	489	356
SLC6A12_17553	SLC6A12	1572	1728	1224	1335
PABPC1L2A_69193	PABPC1L2A	556	706	611	652
MFHAS1_24329	MFHAS1	2044	2040	1869	1947
PDCD1LG2_51215	PDCD1LG2	1021	1135	839	1079
RPL30_16397	RPL30	15	29	599	734
ZSWIM5_46099	ZSWIM5	1164	1297	1124	1295
WDR44_40143	WDR44	1493	1745	1451	1693
ZNF648_59393	ZNF648	522	624	467	624
C19orf67_74090	C19orf67	832	848	776	829
DNASE1L2_4905	DNASE1L2	625	830	922	822
USP17L21_75632	USP17L21	1372	1491	1036	1269
ABRACL_46675	ABRACL	1006	982	1000	1157
RP9_16261	RP9	1330	1179	1057	1242
SETDB2_52519	SETDB2	585	633	639	518
FAM98A_34147	FAM98A	1284	1261	1649	1873
COL15A1_3649	COL15A1	1176	1103	993	922
PLG_14149	PLG	918	935	919	838
MAP1LC3C_73005	MAP1LC3C	663	626	543	754
GDF9_7033	GDF9	648	847	686	800
SERPINB2_13273	SERPINB2	1896	2084	1853	1809
TERF2_18985	TERF2	111	106	1364	1102
ZNF292_31536	ZNF292	1718	1720	1835	1765
